estimating workload which takes just one milisecond
end estimation
1	2	1
1	3	2
1	5	3
1	6	4
1	7	5
1	15	6
1	17	7
1	18	8
1	19	9
1	27	10
1	28	11
1	30	12
1	31	13
1	33	14
1	46	15
1	47	16
1	48	17
1	50	18
1	51	19
1	60	20
1	61	21
1	63	22
1	64	23
1	73	24
1	75	25
1	76	26
1	78	27
1	87	28
1	89	29
1	93	30
1	94	31
1	96	32
1	97	33
1	106	34
1	108	35
1	109	36
1	111	37
1	112	38
1	121	39
1	122	40
1	124	41
1	125	42
1	134	43
1	136	44
1	137	45
1	146	46
1	148	47
1	149	48
1	150	49
1	152	50
1	161	51
1	162	52
1	164	53
1	166	54
1	174	55
1	176	56
1	177	57
1	179	58
1	180	59
1	188	60
1	189	61
1	191	62
1	193	63
1	201	64
1	203	65
1	204	66
1	206	67
1	207	68
1	216	69
1	218	70
1	219	71
1	221	72
1	229	73
1	231	74
1	232	75
1	234	76
1	235	77
1	244	78
1	246	79
1	247	80
1	249	81
1	250	82
1	251	83
1	261	84
1	263	85
1	265	86
1	266	87
1	267	88
1	276	89
1	277	90
1	279	91
1	280	92
1	289	93
1	290	94
1	292	95
1	293	96
1	295	97
1	303	98
1	305	99
1	306	100
0	9	1
0	11	2
0	12	3
0	21	4
0	22	5
0	24	6
0	25	7
0	34	8
0	35	9
0	37	10
0	38	11
0	40	12
0	41	13
0	43	14
0	44	15
0	53	16
0	54	17
0	56	18
0	57	19
0	66	20
0	68	21
0	69	22
0	71	23
0	72	24
0	80	25
0	81	26
0	83	27
0	84	28
0	86	29
0	100	30
0	101	31
0	103	32
0	104	33
0	113	34
0	115	35
0	116	36
0	118	37
0	119	38
0	128	39
0	130	40
0	131	41
0	133	42
0	139	43
0	140	44
0	141	45
0	143	46
0	144	47
0	145	48
0	154	49
0	156	50
0	157	51
0	159	52
0	167	53
0	169	54
0	170	55
0	172	56
0	173	57
0	182	58
0	184	59
0	185	60
0	186	61
0	195	62
0	197	63
0	198	64
0	200	65
0	209	66
0	210	67
0	212	68
0	213	69
0	222	70
0	223	71
0	225	72
0	226	73
0	228	74
0	236	75
0	238	76
0	239	77
0	241	78
0	242	79
0	254	80
0	256	81
0	257	82
0	259	83
0	260	84
0	269	85
0	271	86
0	272	87
0	274	88
0	282	89
0	283	90
0	285	91
0	286	92
0	288	93
0	296	94
0	298	95
0	299	96
0	301	97
0	307	98
0	309	99
0	310	100
