estimating workload which takes just one milisecond
end estimation
1	9	1
1	10	2
1	23	3
1	24	4
1	26	5
1	39	6
1	40	7
1	53	8
1	55	9
1	65	10
1	72	11
1	74	12
1	87	13
1	89	14
1	91	15
1	107	16
1	109	17
1	120	18
1	121	19
1	123	20
1	136	21
1	137	22
1	147	23
1	148	24
1	150	25
1	163	26
1	165	27
1	178	28
1	180	29
1	181	30
1	194	31
1	195	32
1	197	33
1	211	34
1	212	35
1	227	36
1	228	37
1	230	38
1	243	39
1	245	40
1	259	41
1	261	42
1	262	43
1	276	44
1	278	45
1	291	46
1	293	47
1	294	48
1	308	49
1	309	50
1	311	51
1	324	52
1	326	53
1	339	54
1	341	55
1	354	56
1	356	57
1	358	58
1	371	59
1	373	60
1	374	61
1	389	62
1	390	63
1	403	64
1	404	65
1	406	66
1	416	67
1	418	68
1	431	69
1	433	70
1	434	71
1	448	72
1	449	73
1	451	74
1	465	75
1	466	76
1	480	77
1	481	78
1	483	79
1	497	80
1	498	81
1	512	82
1	513	83
1	515	84
1	528	85
1	530	86
1	542	87
1	544	88
1	545	89
1	560	90
1	561	91
1	563	92
1	576	93
1	578	94
1	591	95
1	593	96
1	606	97
1	608	98
1	621	99
1	622	100
0	13	1
0	26	2
0	28	3
0	29	4
0	42	5
0	43	6
0	58	7
0	63	8
0	67	9
0	80	10
0	82	11
0	95	12
0	96	13
0	97	14
0	111	15
0	113	16
0	127	17
0	129	18
0	130	19
0	143	20
0	144	21
0	145	22
0	159	23
0	161	24
0	174	25
0	176	26
0	177	27
0	191	28
0	192	29
0	202	30
0	204	31
0	214	32
0	216	33
0	217	34
0	231	35
0	232	36
0	234	37
0	256	38
0	257	39
0	259	40
0	272	41
0	274	42
0	287	43
0	289	44
0	290	45
0	304	46
0	305	47
0	307	48
0	320	49
0	322	50
0	334	51
0	336	52
0	338	53
0	351	54
0	353	55
0	366	56
0	368	57
0	370	58
0	380	59
0	382	60
0	394	61
0	396	62
0	397	63
0	411	64
0	412	65
0	414	66
0	428	67
0	430	68
0	444	69
0	445	70
0	447	71
0	460	72
0	462	73
0	475	74
0	477	75
0	478	76
0	492	77
0	494	78
0	507	79
0	509	80
0	511	81
0	524	82
0	526	83
0	539	84
0	540	85
0	542	86
0	555	87
0	557	88
0	571	89
0	573	90
0	575	91
0	587	92
0	589	93
0	602	94
0	604	95
0	606	96
0	618	97
0	627	98
0	629	99
0	630	100
2	5	1
2	7	2
2	18	3
2	20	4
2	21	5
2	34	6
2	36	7
2	48	8
2	50	9
2	52	10
2	68	11
2	70	12
2	83	13
2	85	14
2	87	15
2	99	16
2	101	17
2	114	18
2	116	19
2	117	20
2	132	21
2	134	22
2	150	23
2	152	24
2	153	25
2	167	26
2	168	27
2	182	28
2	184	29
2	185	30
2	198	31
2	200	32
2	213	33
2	219	34
2	220	35
2	222	36
2	235	37
2	237	38
2	248	39
2	249	40
2	251	41
2	264	42
2	266	43
2	280	44
2	281	45
2	283	46
2	296	47
2	298	48
2	311	49
2	313	50
2	314	51
2	327	52
2	328	53
2	342	54
2	344	55
2	345	56
2	359	57
2	360	58
2	362	59
2	383	60
2	385	61
2	386	62
2	399	63
2	401	64
2	414	65
2	420	66
2	421	67
2	435	68
2	437	69
2	438	70
2	452	71
2	454	72
2	467	73
2	469	74
2	471	75
2	484	76
2	486	77
2	499	78
2	501	79
2	502	80
2	516	81
2	518	82
2	519	83
2	532	84
2	534	85
2	546	86
2	548	87
2	549	88
2	564	89
2	565	90
2	567	91
2	580	92
2	581	93
2	595	94
2	597	95
2	611	96
2	612	97
2	624	98
2	625	99
2	626	100
3	2	1
3	3	2
3	15	3
3	16	4
3	18	5
3	31	6
3	33	7
3	44	8
3	46	9
3	47	10
3	64	11
3	76	12
3	77	13
3	79	14
3	92	15
3	94	16
3	103	17
3	105	18
3	118	19
3	124	20
3	125	21
3	138	22
3	139	23
3	141	24
3	154	25
3	156	26
3	157	27
3	171	28
3	172	29
3	186	30
3	188	31
3	189	32
3	206	33
3	207	34
3	209	35
3	223	36
3	225	37
3	239	38
3	240	39
3	242	40
3	253	41
3	254	42
3	268	43
3	269	44
3	283	45
3	285	46
3	286	47
3	300	48
3	301	49
3	303	50
3	317	51
3	318	52
3	331	53
3	332	54
3	334	55
3	347	56
3	349	57
3	362	58
3	364	59
3	366	60
3	376	61
3	378	62
3	392	63
3	393	64
3	407	65
3	408	66
3	410	67
3	424	68
3	426	69
3	439	70
3	441	71
3	442	72
3	456	73
3	457	74
3	471	75
3	473	76
3	474	77
3	488	78
3	490	79
3	503	80
3	505	81
3	506	82
3	520	83
3	521	84
3	523	85
3	536	86
3	538	87
3	551	88
3	553	89
3	567	90
3	569	91
3	570	92
3	583	93
3	585	94
3	599	95
3	601	96
3	613	97
3	615	98
3	616	99
3	627	100
